COG,Municipality,Year,Real.Estate.Taxes,Occupation.Taxes,Residence.Taxes,Regional.Asset.District.Sales.Tax,Per.Capita.Taxes,Real.Estate.Transfer.Taxes,Earned.Income.Taxes,Business.Gross.Receipts.Taxes,Occupation.Taxes.Act.511,Local.Services.Tax,Amusement.Admission.Taxes,Mechanical.Device.Taxes,Other.Taxes.1,Other.Taxes.2,Total.Taxes,A.O.Licenses.Permits,Cable.TV.Franchise.Fees,Fines.and.Forfeits,Interest.Earnings,Rents.and.Royalties,Federal.Grant.Highway.n.Streets,Federal.Grant.Community.Dev,A.O.Federal.Op.Grants,Federal.Revenue.National.Forest,A.O.Federal.Revenue,Federal.Payments.in.Lieu.of.Taxes,PA.Grant.Highways.and.Streets,PA.Grant.Community.Dev,PA.Recycling.Act.101.Revenue,A.O.State.Operating.Grants,PURTA.Revenue,MV.Fuel.Tax.n.State.Road,Alcoholic.Beverage.Licenses,Pension.System.State.Aid,Foreign.Fire.Insurance.Tax,Local.Gaming.Proceeds,Marcellus.Shale.Impact.Fee,A.O.State.Revenues,PA.Payments.in.Lieu.of.Taxes,Local.Grant.Highways.and.Streets,A.O.Local.Capital.and.Operating.Grants,Payments.for.Contracted.Services,Local.Payments.in.Lieu.of.Taxes,Charges.General.Government,Charges.Public.Safety,Charges.Parking,A.O.Charges.Highway.n.Street,Charges.Wastewater.Sewage,Charges.Solid.Waste,Host.Benefit.Fee.for.Waste.Facility,A.O.Charges.for.Sanitation,Charges.Health.Services,Charges.Human.Services,Charges.Culture.and.Recreation,Charges.Airports,Charges.Bars,Charges.Cemeteries,Charges.Electric.System,Charges.Gas.System,Charges.Housing.System,Charges.Markets,Charges.Transit.Systems,Charges.Water.Systems,A.O.Charges.for.Service,Special.Assessments,Escheats,Donations.Private.Sectors,Fiduciary.Fund.Pension.Contributions,A.O.Unclassified.Operating.Revenues,Proceeds.of.General.Fixed.Asset,Interfund.Operating.Transfers.Revenue,Proceeds.of.General.Long.Term.Debt,Proceeds.of.Short.Term.Debt,Refunds.of.Prior.Year.Expenditures,Total.Revenue,Legislative.Body.Expend,Manager.or.Mayor,Auditing.Services.Financial.Admin,Tax.Collection.Expend,Solicitor.Legal.Services.Expend,Secretary.Clerk,Other.Gen.Gov.Admin,IT.and.Data,Engineering.Services,General.Government.Buildings.n.Plant,Police,Fire,Ambulance.and.Rescue,UCC.and.Code.Enforcement,Planning.and.Zoning,Emergency.Management.n.Communications,Militia.and.Armories,Exam.of.Licensed.Occupations,Public.Scales.Weights.Measures,Other.Public.Safety,Total.Public.Safety,Health.and.Human.Services,Recycling.Collection.and.Disposal,Garbage.Collection.and.Disposal.Expend,Weed.Control,Wastewater.Sewage.Treatment.Expend,Admin.Highway.Streets.Expend,Cleaning.of.Streets.and.Gutters,Winter.Maintenance.and.Snow.Removal,Traffic.Control.Devices,Street.Lighting,Sidewalks.and.Crosswalks,Storm.Sewers.and.Drains,Repairs.of.Tools.and.Machinery,Maintenance.n.Repairs.Roads.Bridges,Highway.Construction.and.Rebuilding.Projects,Public.Works.Enterprises.Airports,Public.Works.Enterprises.Cemeteries,Public.Works.Enterprises.Electric.System,Public.Works.Enterprises.Gas.System,Public.Works.Enterprises.Markets,Public.Works.Enterprises.Parking,Public.Works.Enterprises.Flood.Control,Public.Works.Enterprises.Transit.System,Public.Works.Enterprises.Water.System,Public.Works.Enterprises.Water.Transport,Culture.Recreation.Admin.Expend,Participant.Recreation.Expend,Spectator.Recreation.Expend,Parks.Expend,Shade.Tree.Expend,Libraries.Expend,Civil.and.Military.Celebrations,Senior.Citizen.Centers,A.O.Culture.and.Recreation,Conservation.of.Natural.Resources,Community.Development.and.Housing,Economic.Development,Economic.Opportunity,A.O.Community.Development,Debt.Principal,Debt.Interest,Fiscal.Agent.Fees,Withholding.Taxes.n.Unemployment.Comp,Employer.Judgments.and.Losses,Pension.Retirement.Fund.Contributions,Worker.Compensation.Insurance,Other.Group.Insurance.Benefits,Insurance.Casualty.and.Surety,Fiduciary.Fund.Benefits.and.Refunds,A.O.Unclassified.Expenditures,Refund.of.Prior.Year.Revenues,Interfund.Operating.Transfers.Expend,A.O.Financing.Uses,Total.Expenditure,sum.code.enf,per.it.data,per.code.enf
QUAKER VALLEY,SEWICKLEY HEIGHTS BORO,2015,1084065,0,0,14288,0,99046,830722,0,0,0,0,0,0,0,2028121,0,24149,11768,259,7097,0,0,0,0,0,0,0,0,0,0,2273,0,150,54892,15316,0,158,0,4170,0,0,0,0,10091,33384,0,15078,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,404300,0,2860,0,0,0,0,25891,3140399,0,443209,0,2671,0,0,0,0,0,19371,639148,116098,6480,0,0,0,0,0,0,0,761726,0,0,0,0,0,229236,0,53804,1472,0,0,379,0,17058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509724,4962,0,0,0,0,0,0,0,0,0,25979,6677,0,84292,0,120167,37558,191406,13413,0,0,49210,81953,0,3108672,0,0,0
QUAKER VALLEY,SEWICKLEY HEIGHTS BORO,2016,1125564,0,0,15875,0,112203,593230,0,0,0,0,0,0,0,1846872,0,25458,11343,1369,6132,0,0,0,0,0,0,0,0,179,0,2297,0,150,65620,15183,0,163,0,150,0,12015,0,0,10116,49550,0,15088,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5653,8504,0,0,0,25039,2813769,0,567918,0,3542,0,0,0,0,0,14168,655038,77308,5670,0,0,0,0,0,0,0,738016,0,0,0,0,0,233627,0,30974,13,0,0,1551,0,22243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127033,4334,0,0,0,0,0,0,0,0,0,12704,7168,0,89399,0,124160,36174,199076,13927,0,4145,24124,67686,0,2588005,0,0,0
QUAKER VALLEY,SEWICKLEY HEIGHTS BORO,2017,1377817,0,0,17746,0,111306,507985,0,0,0,0,0,0,0,2014854,0,25611,9910,1390,6738,0,0,0,0,0,0,0,0,0,0,1925,0,150,68824,14452,0,161,0,150,0,7002,0,0,7817,38965,0,26690,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,43661,0,1691,4634,0,0,0,27259,3099892,0,603063,0,1285,0,0,0,0,0,17573,645946,77991,5670,0,0,0,0,0,0,0,729607,0,0,0,0,0,240287,0,45852,0,0,0,893,0,20206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145447,5575,0,0,0,0,0,0,0,0,0,13819,8266,0,84702,0,93458,38039,201788,14139,0,0,25382,5181,0,2561167,0,0,0
QUAKER VALLEY,SEWICKLEY HEIGHTS BORO,2018,1490087,0,0,17464,0,48401,652868,0,0,0,0,0,0,0,2208820,0,24687,4944,1945,9803,0,0,0,0,0,0,0,0,392,0,1970,0,150,56213,13074,0,738,0,150,0,0,0,0,5335,46294,0,26757,0,0,0,0,0,0,648,0,0,0,0,0,0,0,0,0,0,0,0,203366,0,3832,0,0,0,0,55858,3226032,0,449374,0,1977,397064,0,0,0,0,35699,511353,78706,6480,0,0,0,0,0,0,0,596539,0,0,0,0,0,257135,0,32148,440,0,0,304,0,29338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147586,2469,0,0,0,0,0,0,0,0,0,17456,9683,0,76627,0,61869,44772,240112,16416,0,309,15357,65000,0,3327754,0,0,0
QUAKER VALLEY,SEWICKLEY HEIGHTS BORO,2019,1573349,0,0,18322,0,64130,687581,0,0,0,0,0,0,0,2343382,0,24741,10178,3653,21038,0,0,0,0,0,0,0,0,489,0,2044,0,150,56325,14127,0,819,0,150,0,0,0,0,7970,37614,0,28667,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,95246,0,8521,2421,0,0,0,28378,3999513,0,402660,0,4886,230539,0,0,0,0,12662,524504,79510,7290,0,0,0,0,0,0,0,611304,0,0,0,0,0,345612,0,0,113,0,0,707,0,66688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87627,777,0,0,0,0,0,0,0,0,0,43360,16729,0,75134,0,56325,34987,210847,30452,0,885,0,70000,0,2769422,0,0,0
QUAKER VALLEY,SEWICKLEY HEIGHTS BORO,2020,1603275,0,0,17430,0,145188,868357,0,0,0,0,0,0,0,2634250,0,24215,8753,3477,21265,0,0,20000,0,0,0,0,0,0,0,2192,0,150,59086,14470,0,705,0,150,0,0,0,0,6897,38749,0,36386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47321,0,2232,0,0,0,0,53945,4071155,0,354744,0,2705,240013,0,0,0,0,18717,771405,81480,7290,0,0,0,0,0,0,0,860175,0,0,0,0,0,435251,0,38021,889,0,0,4211,0,69895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51547,3196,0,0,0,0,0,0,0,0,0,17785,13363,0,0,0,65357,30004,0,13734,0,0,26792,4.00E+05,0,2880994,0,0,0
NA,SEWICKLEY HILLS BORO,2006,79391,0,0,0,0,16089,124149,0,0,0,0,0,0,0,219629,500,4168,3074,36,0,0,0,406,0,0,0,353,0,0,0,327,0,0,0,0,0,0,0,4775,0,0,0,0,19233,0,1000,0,0,0,0,0,0,0,1840,0,0,0,0,0,0,0,0,0,225,1280,0,50,0,0,0,17500,0,0,0,398381,0,0,10618,7460,11295,21285,22164,0,12759,11839,69727,28026,4564,0,2000,0,0,0,0,0,104317,0,0,0,0,0,200,2405,15791,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,465,69752,20541,84,0,0,0,0,0,5277,0,0,7500,6000,0,437795,2000,0,0.457
NA,SEWICKLEY HILLS BORO,2007,75802,0,0,0,0,9482,120117,0,0,0,0,0,0,0,205401,2000,4485,2701,37,0,0,0,0,0,0,0,60,25000,0,0,314,0,0,0,0,0,0,5804,4346,0,0,0,0,12481,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1055,2622,0,0,0,0,227791,0,0,602,606671,0,0,10400,6831,39735,1459,10204,0,36250,0,93112,35305,4564,0,0,0,0,0,0,0,132981,0,0,0,0,0,475,1570,0,0,0,0,0,0,115348,0,0,0,0,0,0,0,0,0,0,0,1315,0,0,0,0,0,0,0,0,0,0,0,0,3488,0,0,0,0,0,0,0,0,5391,0,3763,0,58001,0,702591,0,0,0
NA,SEWICKLEY HILLS BORO,2008,170521,0,0,0,0,24681,121773,0,0,0,0,0,0,0,316975,0,5027,1936,508,0,0,0,0,0,0,0,40,0,0,0,1496,0,0,0,0,0,0,6149,4818,0,0,0,0,1150,0,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,18274,0,7614,0,1309,300,0,440000,48000,24814,1179438,0,0,10950,12093,28809,23220,17086,0,32814,21230,77967,35894,4564,0,0,0,0,0,0,100,118525,0,0,0,0,0,0,1580,10177,0,0,0,0,0,2590,65433,0,0,0,0,0,0,0,0,0,0,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,288564,0,0,2466,0,0,0,0,3700,0,0,1404,151404,0,999981,0,0,0
NA,SEWICKLEY HILLS BORO,2009,183830,0,0,0,0,4194,141503,0,0,0,0,0,0,480,330527,445,75,88545,5446,2283,330,0,0,0,0,0,0,0,100,0,0,0,1695,0,0,0,0,0,0,5152,4571,0,0,0,0,0,0,1905,0,0,0,0,0,0,0,860,0,0,0,0,0,0,0,0,0,0,13636,0,894,0,749,0,16124,0,636457,0,743,0,0,11600,13353,26439,24910,14155,0,95673,10498,81493,33289,5868,0,0,0,0,0,120650,0,0,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2142,9307,0,0,0,4629,0,38,2375,610465,39157,4.08,6.414
NA,SEWICKLEY HILLS BORO,2010,172153,0,0,6170,0,15920,123665,0,0,0,0,0,0,0,317908,0,5504,2562,344,16380,0,0,0,0,0,0,2417,0,0,11500,239,0,0,0,5799,0,0,0,5455,0,0,0,0,0,0,6789,0,0,0,0,0,0,0,818,0,0,0,0,0,0,0,0,0,340,7270,0,353,0,405,0,35000,0,0,26007,502993,0,28170,11600,12858,41847,0,12091,0,27723,28364,86172,39270,5868,0,0,0,0,0,0,35,131345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0,0,0,350,77675,20160,0,2649,0,0,0,0,4648,0,0,12,6000,0,519776,0,0,0
NA,SEWICKLEY HILLS BORO,2011,172271,0,0,7143,0,24265,135123,0,0,0,0,0,0,0,338802,16864,12832,1402,200,19817,0,0,0,2000,0,0,0,0,0,0,241,0,0,0,8912,0,0,0,882,0,0,0,0,540,6095,2380,0,0,0,0,0,0,0,3224,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,43450,0,0,88,554149,0,0,9150,11616,28480,23515,22763,0,27613,13785,87356,39686,0,0,0,0,0,0,0,0,127042,0,0,0,0,0,518,0,0,0,0,0,0,0,5350,0,0,0,0,0,0,0,0,0,0,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,31835,25477,0,2077,0,0,0,0,5156,0,1159,58,37909,0,512448,0,0,0
NA,SEWICKLEY HILLS BORO,2012,179452,0,0,8190,0,54965,137505,0,0,0,0,0,0,0,380112,20956,7186,1234,105,18188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5049,0,15,0,0,0,0,0,0,1616,0,384,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2463,1870,0,0,0,979,0,17850,0,0,0,596743,0,0,16500,11783,31858,21074,7684,0,18424,31063,88216,37668,5112,0,0,0,0,0,0,0,130996,0,0,0,0,15883,4770,0,0,0,0,0,2500,0,10788,0,0,0,0,0,0,0,0,0,0,0,871,0,0,0,0,0,0,0,0,0,0,0,0,0,56440,11381,0,2280,0,0,0,0,8058,0,0,0,44670,0,652215,0,0,0
NA,SEWICKLEY HILLS BORO,2013,207147,0,0,7703,0,33830,130397,0,0,0,0,0,0,0,379077,360,8632,1472,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5775,0,27,0,0,0,0,0,0,470,0,0,0,59454,0,0,0,0,0,25584,0,0,0,0,0,0,0,0,0,0,0,0,22506,0,740,0,0,0,0,0,524171,0,0,15746,11328,24178,21110,16617,0,44633,16788,90797,44738,5112,0,3465,0,0,0,0,0,144112,0,0,0,0,0,409,0,8800,0,0,0,0,0,15069,0,0,0,0,0,0,0,0,0,0,0,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2278,0,0,0,0,6117,0,0,0,0,0,435237,3465,0,0.796
NA,SEWICKLEY HILLS BORO,2014,256654,0,0,9140,0,38145,152864,0,0,0,0,0,0,0,456803,240,10643,1188,134,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,5440,0,39,0,0,0,0,0,0,855,0,0,0,0,0,0,0,0,0,26359,0,0,0,0,0,0,0,0,0,0,0,0,7668,0,590,0,12822,0,0,0,657260,0,0,15810,15040,13928,22003,11873,0,16661,24203,92238,50752,5112,0,2534,0,0,0,0,0,150636,0,0,0,0,0,351,0,28041,275,0,0,500,0,2710,0,0,0,0,0,0,0,0,0,0,0,505,0,0,0,0,0,0,0,0,0,0,0,0,750,49194,6456,0,1956,0,0,0,0,11128,0,366,1076,54580,0,513223,2534,0,0.494
NA,SEWICKLEY HILLS BORO,2015,252525,0,0,8610,0,47571,172242,0,0,0,0,0,0,0,480948,0,12422,1065,168,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,6144,0,75,0,0,0,0,0,0,1160,0,0,0,0,0,0,0,0,0,23968,0,0,0,0,0,0,0,0,0,0,0,0,7096,0,1381,0,2017,0,0,0,598256,0,0,17087,16015,25734,21877,11852,0,20113,26147,93681,54929,5112,0,112,0,0,0,0,0,153834,0,0,0,0,0,390,0,31000,0,0,0,0,0,303067,0,0,0,0,0,0,0,0,0,0,0,1494,0,0,0,0,0,0,0,0,0,0,0,0,783,50757,4894,0,1946,0,0,0,0,6413,0,918,0,5000,0,730731,112,0,0.015
NA,SEWICKLEY HILLS BORO,2016,256044,0,0,9589,0,29928,182832,0,0,0,0,0,0,0,478393,0,12903,2004,428,0,0,0,0,0,0,0,0,0,0,0,526,0,0,0,6187,0,78,0,0,0,0,0,0,620,0,0,0,0,0,0,0,0,0,31819,0,0,0,0,0,0,0,0,0,0,0,0,4059,0,630,0,7434,0,0,0,570803,0,0,17087,15499,18317,20134,12602,0,10831,22888,95585,53036,4473,0,0,0,0,0,0,0,153094,0,0,0,0,0,826,0,14064,0,0,0,0,0,11834,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,381,52368,3282,0,1759,0,0,0,0,8103,0,0,0,1226,0,401070,0,0,0
NA,SEWICKLEY HILLS BORO,2017,257869,0,0,10050,0,16526,199734,0,0,0,0,0,0,0,484179,0,12960,1677,1270,0,0,0,0,0,0,0,0,0,0,0,484,0,0,0,5648,0,86,0,0,0,0,0,0,710,0,0,0,0,0,0,0,0,0,31820,0,0,0,0,0,0,0,0,0,0,0,0,9914,0,2997,0,15791,0,0,0,589258,0,0,19258,15607,22540,20120,14835,0,24641,37651,96730,50653,4473,0,0,0,0,0,0,0,151856,0,0,0,0,0,354,0,0,0,0,0,0,0,104034,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,1679,54031,1619,0,1886,0,0,0,0,6089,0,0,385,0,0,508376,0,0,0
NA,SEWICKLEY HILLS BORO,2018,263388,0,0,10300,0,36552,199418,0,0,0,0,0,0,0,509658,0,12505,565,3722,0,0,0,0,0,0,0,0,0,0,0,485,0,0,0,5134,0,401,0,0,0,0,0,0,795,0,0,0,0,0,0,0,0,0,32553,0,0,0,0,0,0,0,0,0,0,0,0,4215,0,265,0,84358,0,0,0,737633,0,0,13874,16127,23437,19789,15532,0,12355,35840,97780,54020,5112,0,0,0,0,0,0,0,156912,0,0,0,0,0,0,0,27951,484,0,0,0,0,98321,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,6938,22331,164,0,1753,0,0,0,0,7905,0,0,100,10021,0,554440,0,0,0
NA,SEWICKLEY HILLS BORO,2019,249258,0,0,10633,0,32491,223024,0,0,0,0,0,0,0,515406,0,12436,1279,8878,0,0,0,0,0,0,0,0,0,0,0,459,0,0,0,5508,0,444,0,0,0,2000,0,0,6744,0,0,0,0,0,0,0,0,0,32751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1832,0,0,0,0,0,615564,0,0,15331,14758,13888,20021,14656,0,16178,24401,99567,56550,5751,0,0,0,0,0,0,0,161868,0,0,0,0,0,0,0,25204,0,0,0,0,0,54505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10913,0,0,0,1901,0,0,0,0,8998,0,0,737,0,0,383359,0,0,0
NA,SEWICKLEY HILLS BORO,2020,270164,0,0,10248,0,52518,218574,0,0,0,0,0,0,0,551504,60,10604,753,4649,0,0,0,0,0,0,0,0,0,0,0,494,0,0,0,5510,0,383,0,0,0,0,20562,0,9015,0,0,0,0,0,0,0,0,0,24800,0,0,0,0,0,0,0,0,0,0,0,9286,0,0,0,0,0,0,0,0,661933,0,0,11758,16556,11741,19107,22240,0,7318,26409,100840,54518,5751,0,0,0,0,0,0,0,161109,0,0,0,0,0,450,0,13208,0,0,0,0,0,9139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3675,0,0,0,0,0,0,0,0,1633,0,0,0,0,7710,0,0,6502,0,0,318555,0,0,0
NORTH HILLS,SHALER TWP,2006,3683548,0,0,368647,0,345471,3132205,0,0,30900,0,26300,0,0,7587071,1009,388515,69134,27846,96293,0,0,0,0,0,0,0,0,48408,0,10532,0,4250,0,0,0,0,0,207612,0,0,0,0,352335,182401,0,78786,0,0,0,0,0,0,164743,0,0,0,0,0,0,0,0,0,1046,0,0,0,0,0,20676,625670,0,0,285742,24265684,134194,225852,307349,337135,116778,0,22460,90927,108230,122651,3027249,454292,56242,141288,9919,0,0,0,0,0,3688990,0,23542,0,0,0,897594,0,151540,11739,3118,0,301794,343970,530699,0,0,0,0,0,0,0,0,0,3600,0,28665,187725,0,476660,0,417444,31125,0,0,0,0,15775,0,0,2.00E+05,87759,1773,0,0,0,0,156964,105718,0,0,173,310196,42009,21302337,151207,0.427,0.71
NORTH HILLS,SHALER TWP,2007,3728920,0,0,363452,0,324291,3330086,0,0,20924,0,25700,0,0,7793373,1189,402652,90512,36252,93847,0,0,0,0,0,0,0,0,63916,0,10676,0,3650,0,0,0,0,0,326968,0,0,0,0,442806,134692,0,34651,0,0,0,0,0,0,176477,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,15576,703647,0,0,187194,24325277,137996,240092,328893,346182,112885,0,3000,83221,96935,114322,3066885,477651,38896,129348,5812,0,0,0,0,0,3718592,0,23775,0,0,0,905352,0,469028,10200,2624,0,306471,294426,1113880,0,0,0,0,0,0,0,0,0,4300,0,26346,184317,0,433905,0,417901,31593,0,0,0,0,15500,0,0,2.00E+05,84458,1743,0,0,0,0,112143,99748,0,0,0,29230,36604,22927179,135160,0.363,0.59
NORTH HILLS,SHALER TWP,2008,3676598,0,0,371993,0,295027,3412008,0,0,20993,0,26200,0,0,7802819,1094,453261,92435,23177,109191,0,0,0,0,0,0,0,0,29006,0,9918,0,600,66857,0,0,0,0,182828,0,0,0,0,365292,91188,0,75615,0,0,0,0,0,0,179519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38213,409527,0,0,241662,24433828,131216,208432,289068,411541,92449,0,26431,80841,107077,135170,3276770,499975,51806,160831,6252,0,0,0,0,0,3995634,0,12341,0,0,0,985289,0,471613,9810,3065,0,365952,293762,743868,0,0,0,0,0,0,0,0,0,5000,0,24856,204140,0,448686,0,413600,38105,0,0,0,0,15000,0,0,205000,79458,2905,0,0,66857,0,132488,122852,0,2730,81373,360000,24008,31030285,167083,0.261,0.538
NORTH HILLS,SHALER TWP,2009,4138203,0,0,375349,0,271136,3498806,0,0,143806,0,17000,0,0,8444300,1039,435783,77758,4139,117243,0,0,0,0,0,0,0,0,0,0,10455,0,5450,66380,0,0,0,0,161446,0,0,0,0,322226,89610,0,67501,0,0,0,0,0,0,141729,0,0,0,0,0,0,0,0,0,1294,0,0,0,0,0,11045,375591,0,0,462201,26911161,149288,195711,291223,418973,59994,0,4000,82303,96030,113090,3318593,415411,29489,140936,5513,0,0,0,0,0,3909942,0,13960,0,0,0,1023374,0,638815,8734,3058,0,232271,285827,567596,0,0,0,0,0,0,0,0,0,4400,0,483,188943,0,440722,0,427503,27264,0,0,0,0,275,0,0,210000,75846,674,0,0,66380,0,133503,90328,0,0,14029,48000,64833,21861892,146449,0.376,0.67
NORTH HILLS,SHALER TWP,2010,4259703,0,0,388791,0,287746,3508341,0,0,180057,0,19100,0,0,8643738,355,602162,101691,2719,131838,0,0,0,0,0,0,0,0,47430,0,11565,0,3650,0,181718,0,0,0,0,0,0,0,0,313677,137451,0,53169,0,0,0,0,0,0,154932,0,0,0,0,0,0,0,0,0,0,0,0,4391,0,0,33097,367581,0,0,479432,26373382,142970,182556,308085,427013,80759,0,0,59906,98590,124198,3327826,378299,25648,159226,5241,0,0,0,0,0,3896240,0,11496,0,0,0,1035451,0,1034783,13927,3067,0,226262,431220,760988,0,0,0,0,0,0,0,0,0,5500,0,0,170564,0,450353,0,458683,29958,0,0,0,0,7933,0,0,215000,70071,1972,0,0,0,0,138064,118303,0,0,10037,176131,75952,22514771,164467,0.266,0.73
NORTH HILLS,SHALER TWP,2011,4235966,0,0,416661,0,230444,3633917,0,0,156256,0,18100,0,0,8691344,1678,590593,83843,2625,127881,0,0,0,0,0,0,0,0,64161,0,10138,0,3950,0,269348,0,0,0,450,0,0,0,0,288976,69158,0,73357,0,0,0,0,0,0,163857,0,0,0,0,0,0,0,0,0,0,0,0,4250,0,0,5254,508628,0,0,291719,23151472,146617,187118,291021,415987,103556,0,0,62953,105851,135910,3363098,491740,36346,162161,6494,0,0,0,0,0,4059839,0,11446,0,0,0,1165839,0,188416,11799,2944,0,252923,607376,783365,0,0,0,0,0,0,0,0,0,3500,5663,0,164235,0,526724,0,435189,30392,0,0,0,0,3560,0,0,225000,62976,2207,0,0,0,0,145385,105320,0,0,23283,102393,143355,22635500,168655,0.278,0.745
NORTH HILLS,SHALER TWP,2012,4190231,0,0,463782,0,261858,3925208,0,0,179395,0,23400,0,0,9043874,577,619509,88831,1638,125837,0,0,0,0,0,0,0,0,109988,0,11423,0,4850,0,153020,0,706,0,8928,0,0,0,0,453987,71896,0,63337,0,0,0,2320,0,0,159828,0,0,0,0,0,0,0,0,0,0,0,0,3750,0,0,18835,291756,0,0,401185,22353741,134797,220138,286787,271815,148589,0,0,52640,108234,146521,3577508,374637,36401,161850,5703,0,0,0,0,0,4156099,0,1039,0,0,0,1236830,0,439047,16735,3148,0,261969,525845,1117594,0,0,0,0,0,0,0,0,0,13213,50057,0,183980,0,626320,0,439123,31160,0,0,0,0,4374,0,0,0,27776,1467,0,0,0,0,174152,109546,0,0,0,204992,116264,25204140,167553,0.209,0.665
NORTH HILLS,SHALER TWP,2013,4329312,0,0,478523,0,294272,4017358,0,0,222892,0,32600,0,0,9374957,360,649121,73734,1296,131291,0,0,0,0,0,0,0,0,100703,0,10890,0,4550,0,173168,0,1287,0,0,0,0,0,0,164335,50846,0,75331,0,0,0,57645,0,0,144661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250108,0,0,389663,24664888,122936,223784,303713,201804,109732,0,0,45293,101968,142038,3619041,367720,116389,160699,4530,0,0,0,0,0,4268379,0,0,0,0,0,1351091,0,657671,16077,4131,0,166297,520012,1176212,0,0,0,0,0,0,0,0,0,65260,0,0,188962,0,567085,0,469054,30053,0,0,6990,0,0,0,0,0,0,2755,0,0,0,0,127326,124768,0,3216,32200,489952,19637,20023447,165229,0.226,0.825
NORTH HILLS,SHALER TWP,2014,4335639,0,0,488730,0,344445,4168088,0,0,193196,0,36400,0,0,9566498,650,658118,64010,1009,126922,0,0,0,0,0,0,0,0,48469,0,11360,0,3950,450,163866,0,1783,0,0,0,0,0,0,128850,107512,0,62036,0,0,0,47597,0,0,125245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265534,0,0,392928,21527106,127785,242656,241836,213172,58370,0,0,42212,121316,142183,3758391,392402,154794,166059,4484,0,0,0,0,0,4476130,0,4028,0,0,0,1359275,0,697413,23543,1282,0,284441,597382,1160345,0,0,0,0,0,0,0,0,0,20010,0,963,218314,0,605977,0,476410,30424,0,0,7240,0,0,0,0,0,2986,0,0,0,0,0,149706,105667,0,0,13100,66268,17739,19763113,170543,0.214,0.863
NORTH HILLS,SHALER TWP,2015,4290915,0,0,497085,0,390795,4088848,0,0,184178,0,28200,0,0,9480021,1052,678170,48780,821,159648,0,0,0,0,0,0,0,0,44233,0,10574,0,3950,0,169019,0,3324,0,0,0,0,324984,0,185054,97466,0,79793,0,0,0,29131,0,0,155613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8638,289971,0,0,537508,20680136,129883,265691,226775,215392,45130,0,0,33655,124757,140940,3820388,372303,130007,176125,4286,0,0,0,0,0,4503109,0,4169,0,0,0,1535978,0,835043,25322,789,0,432350,845779,2030252,0,0,0,0,0,0,0,0,0,15575,0,0,197231,0,562991,0,529094,33742,0,0,7240,0,0,0,0,0,2949,0,0,0,0,0,202037,107854,0,0,3651,65217,73682,22804205,180411,0.148,0.791
