COG,Municipality,Year,Real.Estate.Taxes,Occupation.Taxes,Residence.Taxes,Regional.Asset.District.Sales.Tax,Per.Capita.Taxes,Real.Estate.Transfer.Taxes,Earned.Income.Taxes,Business.Gross.Receipts.Taxes,Occupation.Taxes.Act.511,Local.Services.Tax,Amusement.Admission.Taxes,Mechanical.Device.Taxes,Other.Taxes.1,Other.Taxes.2,Total.Taxes,A.O.Licenses.Permits,Cable.TV.Franchise.Fees,Fines.and.Forfeits,Interest.Earnings,Rents.and.Royalties,Federal.Grant.Highway.n.Streets,Federal.Grant.Community.Dev,A.O.Federal.Op.Grants,Federal.Revenue.National.Forest,A.O.Federal.Revenue,Federal.Payments.in.Lieu.of.Taxes,PA.Grant.Highways.and.Streets,PA.Grant.Community.Dev,PA.Recycling.Act.101.Revenue,A.O.State.Operating.Grants,PURTA.Revenue,MV.Fuel.Tax.n.State.Road,Alcoholic.Beverage.Licenses,Pension.System.State.Aid,Foreign.Fire.Insurance.Tax,Local.Gaming.Proceeds,Marcellus.Shale.Impact.Fee,A.O.State.Revenues,PA.Payments.in.Lieu.of.Taxes,Local.Grant.Highways.and.Streets,A.O.Local.Capital.and.Operating.Grants,Payments.for.Contracted.Services,Local.Payments.in.Lieu.of.Taxes,Charges.General.Government,Charges.Public.Safety,Charges.Parking,A.O.Charges.Highway.n.Street,Charges.Wastewater.Sewage,Charges.Solid.Waste,Host.Benefit.Fee.for.Waste.Facility,A.O.Charges.for.Sanitation,Charges.Health.Services,Charges.Human.Services,Charges.Culture.and.Recreation,Charges.Airports,Charges.Bars,Charges.Cemeteries,Charges.Electric.System,Charges.Gas.System,Charges.Housing.System,Charges.Markets,Charges.Transit.Systems,Charges.Water.Systems,A.O.Charges.for.Service,Special.Assessments,Escheats,Donations.Private.Sectors,Fiduciary.Fund.Pension.Contributions,A.O.Unclassified.Operating.Revenues,Proceeds.of.General.Fixed.Asset,Interfund.Operating.Transfers.Revenue,Proceeds.of.General.Long.Term.Debt,Proceeds.of.Short.Term.Debt,Refunds.of.Prior.Year.Expenditures,Total.Revenue,Legislative.Body.Expend,Manager.or.Mayor,Auditing.Services.Financial.Admin,Tax.Collection.Expend,Solicitor.Legal.Services.Expend,Secretary.Clerk,Other.Gen.Gov.Admin,IT.and.Data,Engineering.Services,General.Government.Buildings.n.Plant,Police,Fire,Ambulance.and.Rescue,UCC.and.Code.Enforcement,Planning.and.Zoning,Emergency.Management.n.Communications,Militia.and.Armories,Exam.of.Licensed.Occupations,Public.Scales.Weights.Measures,Other.Public.Safety,Total.Public.Safety,Health.and.Human.Services,Recycling.Collection.and.Disposal,Garbage.Collection.and.Disposal.Expend,Weed.Control,Wastewater.Sewage.Treatment.Expend,Admin.Highway.Streets.Expend,Cleaning.of.Streets.and.Gutters,Winter.Maintenance.and.Snow.Removal,Traffic.Control.Devices,Street.Lighting,Sidewalks.and.Crosswalks,Storm.Sewers.and.Drains,Repairs.of.Tools.and.Machinery,Maintenance.n.Repairs.Roads.Bridges,Highway.Construction.and.Rebuilding.Projects,Public.Works.Enterprises.Airports,Public.Works.Enterprises.Cemeteries,Public.Works.Enterprises.Electric.System,Public.Works.Enterprises.Gas.System,Public.Works.Enterprises.Markets,Public.Works.Enterprises.Parking,Public.Works.Enterprises.Flood.Control,Public.Works.Enterprises.Transit.System,Public.Works.Enterprises.Water.System,Public.Works.Enterprises.Water.Transport,Culture.Recreation.Admin.Expend,Participant.Recreation.Expend,Spectator.Recreation.Expend,Parks.Expend,Shade.Tree.Expend,Libraries.Expend,Civil.and.Military.Celebrations,Senior.Citizen.Centers,A.O.Culture.and.Recreation,Conservation.of.Natural.Resources,Community.Development.and.Housing,Economic.Development,Economic.Opportunity,A.O.Community.Development,Debt.Principal,Debt.Interest,Fiscal.Agent.Fees,Withholding.Taxes.n.Unemployment.Comp,Employer.Judgments.and.Losses,Pension.Retirement.Fund.Contributions,Worker.Compensation.Insurance,Other.Group.Insurance.Benefits,Insurance.Casualty.and.Surety,Fiduciary.Fund.Benefits.and.Refunds,A.O.Unclassified.Expenditures,Refund.of.Prior.Year.Revenues,Interfund.Operating.Transfers.Expend,A.O.Financing.Uses,Total.Expenditure,sum.code.enf,per.it.data,per.code.enf
NORTH HILLS,PINE TWP,2013,1596626,0,0,187208,0,1737432,4238588,1281006,0,345044,0,1470,0,0,9387374,4080,0,19162,4358,46089,0,0,0,0,0,0,0,0,40047,0,9994,0,0,177049,108085,0,659,0,0,0,0,0,0,67052,503149,0,86043,0,62,0,0,0,0,597050,0,0,0,0,0,0,0,0,0,0,0,0,30776,0,10555,0,1241660,0,0,21202,14177505,18558,0,0,211479,0,0,751558,0,0,398054,1449519,671107,0,326649,0,0,0,0,0,0,2447275,0,47901,0,0,0,787261,7205,325601,19544,6522,4673,8984,40875,72749,1944535,0,0,0,0,0,0,0,0,0,0,244323,528438,0,236024,0,227993,0,0,0,0,0,0,0,0,2648000,158110,0,125150,0,79940,69391,0,106674,0,0,264302,341166,0,13966665,326649,0,2.339
NORTH HILLS,PINE TWP,2014,1668335,0,0,187992,0,1299374,4247173,1349485,0,323679,0,2395,0,0,9078433,3964,0,20761,10145,47011,0,0,0,0,0,0,0,28622,44211,0,11436,0,0,176563,101782,0,3481,0,0,0,0,0,0,78434,499116,0,88380,0,19,0,0,0,0,633383,0,0,0,0,0,0,0,0,0,0,0,0,28970,0,15454,54755,1489129,0,0,71383,14663569,25101,0,0,209508,0,0,608346,0,0,116665,1442650,285568,0,389989,0,0,0,0,0,0,2118207,0,53568,0,0,0,977686,8546,328578,16094,9539,3473,9706,135540,63692,2351302,0,0,0,0,0,0,0,0,0,0,251528,529313,0,101595,0,235656,0,0,0,0,0,0,0,0,1822000,37945,0,121914,0,87492,89883,0,105881,0,0,267186,541349,0,16305208,389989,0,2.392
NORTH HILLS,PINE TWP,2015,1754772,0,0,204054,0,1669050,4716212,1525378,0,381695,0,2140,0,0,10253301,9504,0,11320,9678,50151,0,0,0,0,0,0,0,36250,51714,122629,10278,0,3200,176994,109976,0,6430,0,0,0,0,0,0,79086,541007,0,0,0,0,0,0,0,0,660467,0,0,0,0,0,0,0,0,0,0,0,0,13868,0,11671,42409,0,0,0,59701,16661159,26057,0,0,153069,0,0,828932,0,0,61659,1568600,389942,0,407997,0,0,0,0,0,0,2366539,0,15256,0,0,0,996258,6708,5839,24509,9065,0,11589,61621,73806,1734114,0,0,0,0,0,0,0,0,0,0,270138,609671,0,279970,0,243261,0,0,0,0,0,0,0,0,0,0,0,0,0,82894,62846,52414,47749,0,0,38224,2906300,0,12748992,407997,0,3.2
NORTH HILLS,PINE TWP,2016,1842777,0,0,209492,0,1646559,4201054,1516479,0,336791,0,2040,0,0,9755192,10400,0,10091,43413,51408,0,0,0,0,0,0,0,0,53502,0,11250,0,3800,219495,113258,0,6353,0,0,0,0,0,0,74400,546515,0,34604,0,0,0,0,0,0,713829,0,0,0,0,0,0,0,0,0,0,0,0,3523,0,25058,68300,0,0,0,34817,13911993,25602,0,0,155940,0,0,770628,0,0,96597,1584413,550449,0,414885,0,0,0,0,0,0,2549747,0,55513,0,0,0,976950,12925,5677,33042,13113,0,90509,69765,61324,1746996,0,0,0,0,0,0,0,0,0,0,216668,717184,0,72934,0,244260,0,0,0,0,0,0,0,0,0,0,0,0,0,101380,55151,78234,49598,0,0,61385,1150000,0,11910844,414885,0,3.483
NORTH HILLS,PINE TWP,2017,1892828,0,0,205163,0,1838625,4932935,1623727,0,403693,0,1440,0,0,10898411,10293,0,10427,102118,52692,0,0,0,0,0,0,0,0,28812,301426,10089,0,3400,123883,106201,0,6315,0,0,0,0,0,0,83974,504283,0,45991,0,0,0,0,0,0,698247,0,0,0,0,0,0,0,0,0,0,0,0,463,0,13062,43587,0,0,0,51567,18007084,23539,0,0,160412,0,0,815384,0,0,82482,1583220,499413,0,436927,0,0,0,0,0,0,2519560,0,55714,0,0,0,1257017,7083,4829,21000,6613,0,327146,76427,27974,1810591,0,0,0,0,0,0,0,0,0,0,230999,775237,0,46166,0,244260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54932,61930,34473,0,0,46489,3900000,0,14577923,436927,0,2.997
NORTH HILLS,PINE TWP,2018,1944872,0,0,204760,0,2230981,4901943,1640437,0,403769,0,1020,0,0,11327782,10141,0,9129,167712,54010,0,0,0,0,0,0,0,0,68232,60000,10868,0,3400,126478,99945,0,8775,0,0,0,0,0,0,87534,643596,0,52991,0,0,0,0,0,0,666556,0,0,0,0,0,0,0,0,0,0,0,0,9989,0,14862,35161,0,0,0,58256,16879332,23200,0,13902,170724,37026,0,772198,0,35891,53535,1710130,512611,0,420285,0,0,0,0,0,0,2643026,0,43197,0,0,0,1063517,1365,355,23583,12139,0,40697,34262,17435,1876658,0,0,0,0,0,0,0,0,0,0,233646,1006140,0,330599,0,273861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58350,87964,44943,0,0,32083,2225000,0,12119900,420285,0,3.468
NORTH HILLS,PINE TWP,2019,1586040,0,0,207438,0,2135992,5414795,1723950,0,422839,0,1170,0,0,11492224,11248,0,10644,285702,55360,0,0,0,0,0,0,0,0,44507,481732,10272,0,3400,138254,108942,0,10170,0,0,0,336,0,0,92544,822054,0,49230,0,0,0,0,0,0,717994,0,0,0,0,0,0,0,0,0,0,0,0,163371,0,27649,49486,0,0,0,320138,18672912,22291,0,14202,165011,24410,0,801413,0,39364,109860,1762290,1916149,0,434432,0,0,0,0,0,0,4112871,0,71974,0,0,0,1497939,12168,2161,205089,8832,0,263908,99477,26747,2147730,0,0,0,0,0,0,0,0,0,0,237724,989733,0,125136,0,270615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57047,95307,42773,0,0,36881,2150000,0,16601849,434432,0,2.617
NORTH HILLS,PINE TWP,2020,1547459,0,0,200351,0,2131278,5700826,1662075,0,395166,0,1020,0,0,11638175,10351,0,8032,145167,65205,0,0,16290,0,0,0,0,0,41402,0,11006,0,3000,137867,112421,0,8926,0,0,0,150000,0,0,75956,794426,0,38548,0,0,0,0,0,0,399124,0,0,0,0,0,0,0,0,0,0,0,0,9308,0,17464,64005,0,0,0,51337,18390258,19481,0,14686,174425,49131,0,883329,0,37652,217942,1847109,576511,0,538051,0,21720,0,0,0,0,2983391,0,29783,0,0,0,1091187,13910,3745,284507,8345,0,186961,49335,15865,2700203,0,0,0,0,0,0,0,0,0,0,251905,690371,0,54814,0,281517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68289,88194,43364,0,0,24013,3250000,0,15749171,538051,0,3.416
TURTLE CREEK VALLEY,PITCAIRN BORO,2006,361819,0,0,74310,0,15722,168519,7953,0,3524,0,25748,0,0,657595,9821,0,26158,7,14212,0,0,0,0,0,0,0,0,0,0,875,0,1700,48254,0,0,0,0,15798,3867,0,0,0,0,14991,0,775,0,176142,0,0,0,0,30104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,518187,43121,2.00E+05,760,4341770,4200,600,5400,20898,27560,58967,18845,0,0,34553,458889,43497,2000,0,0,0,0,0,0,0,504386,0,0,165526,0,0,40857,0,0,124,0,0,0,0,149791,0,0,0,0,0,0,0,92126,0,0,0,55737,0,0,0,0,0,0,0,0,0,0,0,0,0,207500,5330,0,39707,0,34247,39546,0,47608,0,0,0,1000,0,4105364,0,0,0
TURTLE CREEK VALLEY,PITCAIRN BORO,2007,354915,0,0,82120,0,19112,163390,23514,0,5698,0,14358,0,0,663107,16660,0,37304,7,8848,0,0,0,0,0,0,0,0,0,0,830,0,1250,50443,0,0,0,0,15961,0,0,0,0,0,27947,0,225,0,191989,0,0,0,0,51163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2703,493730,0,2.00E+05,1976,4309956,4200,600,5400,17680,34479,61405,23589,0,0,40825,486816,40528,2250,0,255,0,0,0,0,0,529849,0,0,218519,0,0,112931,0,0,644,0,0,0,0,185757,0,0,0,0,0,0,0,32625,0,0,0,86633,0,0,0,0,0,0,0,0,0,0,0,0,0,228061,6214,0,57014,0,0,54961,0,65246,0,0,0,0,0,4318122,255,0,0.006
TURTLE CREEK VALLEY,PITCAIRN BORO,2008,355643,0,0,92395,0,23860,171806,14785,0,5584,0,19748,0,0,683821,15650,0,37191,208,13012,0,0,0,0,0,0,4235,0,0,6284,889,0,1450,15899,0,0,0,0,16340,0,0,0,0,877,55134,0,350,0,199756,0,0,0,0,24462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,382397,6342,150000,0,4345190,4250,600,5400,21810,53649,50760,15164,0,43673,37275,468052,48371,36498,18613,0,0,0,0,0,0,571534,0,0,224299,0,0,71597,0,0,821,0,0,0,0,181708,0,0,0,0,0,0,0,0,0,0,0,70413,0,0,0,0,0,0,0,0,0,0,0,0,0,169899,5374,0,57706,74624,0,24928,0,43974,0,0,0,0,0,4382305,18613,0,0.425
TURTLE CREEK VALLEY,PITCAIRN BORO,2009,362156,0,0,93089,0,9022,167952,12046,0,6836,0,16725,0,0,667826,17154,0,37384,174,6536,0,0,0,0,0,0,2187,0,0,0,966,0,1800,2784,0,0,0,0,14677,0,0,0,0,1661,82174,0,1845,0,236550,0,0,0,0,24074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,194,678035,11443,150000,0,4853730,4150,600,5400,19846,59060,56609,20543,0,63414,63520,513707,46156,55567,21719,3578,0,0,0,0,0,640727,0,0,238428,0,0,78274,0,0,1502,0,0,0,0,195955,0,0,0,0,0,0,0,0,0,0,0,53790,0,0,0,0,0,0,0,0,0,0,0,0,77020,171386,8006,0,959,2668,0,27065,0,66703,0,0,0,0,0,4763010,25297,0,0.531
TURTLE CREEK VALLEY,PITCAIRN BORO,2010,344679,0,0,95984,0,6979,169517,8714,0,8574,0,10264,0,0,644711,14228,0,29009,156,5375,0,0,0,0,0,0,0,0,0,0,958,0,1300,54992,16519,0,0,0,0,3120,0,0,0,1922,81688,0,4381,0,243284,0,0,0,0,24909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2802,703409,0,150000,7259,5253128,4200,600,5400,23221,46706,58450,28475,0,69248,62806,543484,42510,61230,24026,2,0,0,0,0,0,671252,0,0,229313,0,0,122527,0,0,250,0,0,0,0,255362,0,0,0,0,0,0,0,0,0,0,0,77818,0,0,0,0,0,0,0,0,0,0,0,0,36400,171387,4521,0,936,0,0,55000,0,56616,0,0,0,0,0,5014323,24028,0,0.479
TURTLE CREEK VALLEY,PITCAIRN BORO,2011,396181,0,0,98514,0,7797,169243,7989,0,8210,0,16198,0,0,704132,12713,0,31997,325,991,0,0,0,0,0,0,2558,0,0,0,903,0,900,73114,22668,0,0,0,0,0,0,0,0,3685,104633,0,8414,377169,234244,0,0,0,0,27356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5601,710356,622000,150000,271,6089305,4061,600,5500,36614,63616,60311,31129,0,32599,39331,576812,44640,83661,24991,0,0,0,0,0,0,730104,0,0,149387,0,326475,106163,0,0,1205,0,0,0,0,886081,0,0,0,0,0,0,0,0,0,0,0,67879,0,0,0,0,0,0,0,0,0,0,0,0,2975,176478,7980,0,0,0,0,90532,0,39450,0,0,0,64900,0,6096290,24991,0,0.41
TURTLE CREEK VALLEY,PITCAIRN BORO,2012,370170,0,0,100016,0,5783,202768,9007,0,11256,0,16331,0,0,715331,16845,0,38601,269,303943,0,0,0,0,0,0,2399,0,0,0,965,0,1100,60794,12832,0,73,0,0,0,0,0,0,4182,129552,0,4880,444591,222906,0,0,0,0,30923,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,0,9972,772116,50247,3.00E+05,50,6048643,4161,600,5500,27879,55547,72108,40175,0,99116,38533,665748,41078,112809,41077,1425,0,0,0,0,0,862137,0,0,131376,0,341797,120470,0,0,4078,0,0,0,0,346396,0,0,0,0,0,0,0,0,0,0,0,67339,0,0,0,0,0,0,0,0,0,0,0,0,355000,229009,18145,0,0,0,0,90567,0,49637,0,0,0,0,0,5542033,42502,0,0.767
TURTLE CREEK VALLEY,PITCAIRN BORO,2013,337497,0,0,102414,0,13258,217115,8664,0,15452,0,9588,0,0,703988,42892,0,34692,167,3278,0,0,0,0,0,0,2712,0,0,0,929,0,1300,66034,14331,0,133,0,0,0,0,0,0,4693,209404,0,4998,397904,234047,0,0,0,0,27108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637,620344,89708,150000,5500,9250320,4200,600,8125,31811,43599,73003,44050,0,33297,52739,638710,33490,196993,31346,1200,0,0,0,0,0,901739,0,0,148559,0,329089,183703,0,0,445,0,0,0,4837,339619,0,0,0,0,0,0,0,0,0,0,0,48285,0,0,0,0,0,0,0,0,0,0,0,0,10090,248244,18100,0,0,0,0,121699,0,42539,0,0,0,62589,0,5565626,32546,0,0.585
TURTLE CREEK VALLEY,PITCAIRN BORO,2014,456224,0,0,110715,0,9714,250710,9128,0,17076,0,11944,0,0,865511,18222,0,26237,98,0,0,0,0,0,0,0,35223,0,0,0,887,0,850,65836,13634,0,184,0,0,0,15625,2069,0,264811,0,0,1240,0,228776,0,0,0,0,31004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8682,550,1014011,151113,0,48,5944182,4642,104131,7800,49852,47939,7384,124098,0,0,29502,528682,54604,144269,43672,575,0,0,0,0,3675,775477,0,0,169373,0,0,624597,0,0,5456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67812,0,0,0,0,0,0,0,0,0,0,0,0,0,258200,23786,0,0,0,0,0,0,0,0,350,0,130351,0,6570299,44247,0,0.673
TURTLE CREEK VALLEY,PITCAIRN BORO,2015,503248,0,0,107202,0,13696,242742,9609,0,16886,0,10931,0,0,904314,27896,0,24274,17121,1428,0,0,0,0,0,0,0,0,0,0,1010,0,750,58813,13379,0,343,0,0,0,0,3186,0,220340,135,1228,0,0,235893,0,0,0,0,29723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7307,668,1044348,0,0,0,5829399,4473,73779,10475,54480,61046,3875,112750,0,0,33387,576267,144831,11193,31962,11512,0,0,0,0,2141,777906,0,0,173075,0,0,612927,0,0,2932,0,0,0,0,0,0,0,0,0,0,0,0,15698,0,0,0,50520,0,0,31288,0,0,0,0,5369,0,0,0,0,0,233694,16762,0,0,0,0,0,0,0,0,1585,0,0,0,6405498,43474,0,0.679
TURTLE CREEK VALLEY,PITCAIRN BORO,2016,519836,0,0,122041,0,17678,226219,7249,0,17358,0,2216,0,0,912597,23318,0,20898,15168,552,0,0,0,0,0,0,0,0,0,0,1016,0,700,61245,13340,0,354,0,0,0,0,3046,0,204761,2198,0,294,0,242033,0,0,0,0,27885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10320,4481,865384,0,0,0,5714991,4163,75004,9000,53445,47402,6496,110410,0,0,33921,624645,68276,1001,28853,13893,0,0,0,0,1499,738167,0,0,184768,0,0,666664,0,0,9749,0,0,0,0,386283,0,0,0,0,0,0,0,10057,0,0,0,50524,0,0,1610,0,0,0,0,3705,0,0,0,0,0,81632,12792,0,0,0,0,0,0,0,0,1045,0,0,0,5864204,42746,0,0.729
TURTLE CREEK VALLEY,PITCAIRN BORO,2017,501315,0,0,142344,0,16769,216169,7868,0,18945,0,4121,0,0,907531,23538,0,19334,28693,2650,0,0,0,0,0,0,0,0,0,0,940,0,700,59647,12125,0,347,0,0,0,0,2796,0,198684,190,0,2128,0,246584,0,0,0,0,40598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4627,3606,990941,11,0,20,9998173,5381,80541,18344,47343,51467,10846,107794,0,0,126800,586297,88265,5000,38054,16140,0,0,0,0,1553,735309,0,0,194806,0,0,625523,0,0,6037,0,0,0,0,2323,0,0,0,0,0,0,0,0,0,0,0,26305,0,0,1700,0,0,488,0,3931,0,0,0,0,0,83138,11582,0,0,0,0,0,0,0,0,328,0,0,0,9287419,54194,0,0.584
TURTLE CREEK VALLEY,PITCAIRN BORO,2018,503918,0,0,152244,0,19086,221264,6650,0,17574,0,2996,0,0,923732,30410,42650,20337,3810,7849,0,0,0,0,0,0,0,0,0,0,933,0,0,60897,11035,0,524,0,0,0,0,3787,0,125809,652,0,0,0,246988,0,102,0,0,25137,0,0,0,0,0,0,0,0,0,0,0,0,175000,0,2871,20757,880333,0,0,8937,6214364,13166,78546,12194,47069,45986,8911,126215,0,0,51385,679634,49259,25500,89099,0,0,0,0,0,0,843492,0,0,199000,0,0,261146,0,0,4309,1896,0,0,0,57111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65618,0,0,1457,0,0,0,0,0,0,0,138660,133925,4444,0,0,0,71425,0,78835,0,0,0,651783,0,5923117,89099,0,1.504
TURTLE CREEK VALLEY,PITCAIRN BORO,2019,496779,0,0,161860,0,10522,231996,7843,0,17840,0,4590,0,0,931430,33627,45365,30489,6058,12997,0,0,0,0,0,0,0,0,0,0,850,0,1400,66566,11877,0,580,0,0,0,0,2957,0,124837,652,300,0,0,240324,0,145,0,0,23061,0,0,0,0,0,0,0,0,0,0,0,0,400600,0,24711,2089,917219,0,0,1394,6936762,10386,84645,18518,64314,69719,8077,141557,0,0,106884,686484,48329,16500,89013,0,0,0,0,0,0,840326,0,0,196144,0,0,310216,292,0,1675,0,0,0,0,24129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64706,0,0,9957,0,0,0,0,0,0,0,144698,132488,2740,0,0,0,79445,0,73391,0,0,0,638850,0,7998782,89013,0,1.113
TURTLE CREEK VALLEY,PITCAIRN BORO,2020,503729,0,0,154559,0,12882,216900,6743,0,14878,0,2529,0,0,912220,31841,33393,18472,12807,2756,0,0,0,0,0,0,0,0,0,0,912,0,700,68934,12089,0,498,0,0,0,0,0,0,122063,6700,3351,0,0,273357,0,295,0,0,10338,0,0,0,0,0,0,0,0,0,0,0,0,567352,0,10454,9382,823166,0,0,845,6469216,6681,84467,13520,40732,49873,12382,28947,0,0,42212,625417,48657,18800,100765,0,0,0,0,0,0,793639,0,0,230399,0,0,347132,0,0,45,0,0,0,0,456105,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,36236,0,0,1667,0,0,0,0,0,0,0,66288,187917,2250,0,0,0,71123,0,73408,0,0,0,84840,0,5855271,100765,0,1.721
NA,PITTSBURGH CITY,2006,134913252,0,0,20326691,0,18033290,50031454,15320169,0,16159663,8480222,667,430114,52098912,357156110,41361676,0,0,0,0,0,9574414,4060458,7965454,4991561,925470,0,8000,0,0,0,0,0,0,0,14174718,523000,0,0,14630000,0,0,0,0,0,0,0,0,5300000,5938643,1493860,1285000,0,0,0,0,0,0,10409898,2432939,0,0,0,0,0,0,0,0,0,0,0,0,34024,0,931686047,794581,0,4130492,0,0,0,1626000,1097000,6148000,0,0,0,8478139,4853000,0,20390000,59868000,47188000,0,0,42592139,3637000,11417000,0,0,0,118000,40000,0,0,0,0,25309000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3573000,0,0,0,0,0,0,0,0,0,1416000,42856000,0,77233000,931686047,4853000,0.118,0.521
NA,PITTSBURGH CITY,2007,128192594,0,0,20869051,0,16677181,57329470,9363303,0,16564219,8919870,411,500063,49294644,352147753,44436947,0,0,0,0,0,10443811,4539595,7073883,6621592,1128025,0,1606000,0,0,0,0,0,0,0,17442983,484000,0,0,15182000,0,0,0,0,5822000,0,0,0,7800000,7705991,1260917,1282000,0,0,0,0,0,0,9291691,3002000,0,0,0,0,0,0,0,0,0,0,0,0,247471,0,740270277,0,0,4091500,0,0,0,1747000,1083000,6602000,0,0,0,17586000,4672000,0,19718789,62578000,46261000,0,0,51408789,4183000,12013000,0,0,0,109000,40000,0,0,0,0,28335000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3778000,0,0,0,0,0,0,0,0,0,1102000,41302000,0,71034000,740270277,4672000,0.146,0.631
NA,PITTSBURGH CITY,2008,131605386,0,0,20178425,0,17071424,66491282,9495053,0,13743861,11593318,0,1298789,45920603,366922914,46733471,2791302,0,0,5858420,2313394,0,0,986000,0,0,0,0,0,0,0,0,437208,0,417000,15148000,0,0,0,0,27190346,0,0,0,0,17354795,11569863,0,2983073,0,232010,0,0,0,0,1673694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4098500,0,682061306,0,0,0,0,0,0,0,0,47671539,0,0,0,0,0,0,0,0,0,0,0,217261865,0,217261865,0,0,15703428,0,0,31916229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7277113,0,0,0,0,0,13444389,0,0,0,1047156,0,0,0,0,0,0,0,673408166,0,0,0
NA,PITTSBURGH CITY,2009,131913614,0,0,20014023,0,12283957,67717310,9663376,0,13512620,11453330,0,0,0,362896635,0,3183400,1336133,46519083,45299789,0,0,7077126,62651,849978,0,550000,0,0,0,0,0,0,0,0,468000,0,407000,15030000,0,0,0,0,20591886,0,0,0,0,16419492,10552420,0,2858972,0,271931,0,0,0,0,1975903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608022674,0,4272500,0,0,0,0,0,0,0,0,0,45535773,0,0,0,0,0,0,0,0,45535773,0,0,0,0,234508748,0,0,14960317,0,0,28232330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6911310,0,0,0,0,0,13623248,0,0,0,5361200,0,0,0,0,608022674,0,0,0
NA,PITTSBURGH CITY,2010,131832591,0,0,20440182,0,14108533,70217088,843193,0,13963285,10847981,0,294268,46655098,355822503,46620284,0,0,0,0,160086,0,0,792000,0,0,0,0,0,0,0,0,472000,0,407000,15595000,0,5100000,0,0,5295656,0,0,0,6800000,22366390,17203765,0,2190565,0,102560,0,0,0,0,2322421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166903,1908939,48843242,0,779324465,0,0,0,0,0,0,0,0,52887452,0,0,0,0,0,0,0,0,0,0,0,281516184,0,281516184,0,0,17058632,0,0,31607590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9386166,0,0,0,0,0,14141637,0,0,0,539199,0,0,0,0,0,5892933,0,810364487,0,0,0
NA,PITTSBURGH CITY,2011,135744044,0,0,20857014,0,18729805,74537388,233151,0,13138226,13132370,0,1330317,48242776,377002934,51057843,0,0,0,7825891,62814,4352000,0,588000,0,0,0,0,0,0,0,0,459000,0,410000,26908000,0,21184000,0,0,6832885,0,0,0,0,22147599,16993800,0,2780705,0,84718,0,0,0,0,1679201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,3030607,0,749085185,0,0,0,0,0,0,0,0,49101827,0,0,0,0,0,0,0,0,0,0,0,249485000,0,249485000,0,0,15481562,0,0,28074806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7742354,0,0,0,0,0,14618318,683364,0,0,1244902,0,0,0,0,0,6576367,0,735756304,0,0,0
NA,PITTSBURGH CITY,2012,139203730,0,0,19973890,0,15575701,75358073,103906,0,14227654,11282494,0,0,50920051,382380441,51833425,1623499,2278018,0,0,10935198,165389,4894760,0,624000,0,0,0,0,0,0,0,0,473000,0,413000,16900000,0,16648000,0,0,10867551,0,0,0,0,18513238,8982710,0,3271768,0,77555,0,0,0,0,2058061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4630000,872658477,0,0,0,0,0,0,0,567747,0,53366338,0,0,0,0,0,0,0,0,0,0,53934085,0,0,250431780,0,0,15180887,0,0,33339620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7820647,0,0,0,0,0,14835856,0,0,0,0,0,0,0,0,0,0,768274889,0,0.074,0
